"year","country.name","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","EU28.agriculture.ghg.emissions.mio.tonnes","EU28.energy.ghg.emissions.mio.tonnes","EU28.industry.ghg.emissions.mio.tonnes","EU28.total.ghg.emissions.mio.tonnes","EU28.transport.ghg.emissions.mio.tonnes","EU28.waste.ghg.emissions.mio.tonnes","EU28.ghg.emissions.indexed","EU28.ghg.emissions.per.capita.tonnes","agriculture.ghg.emissions.national.share","energy.ghg.emissions.national.share","industry.ghg.emissions.national.share","transport.ghg.emissions.national.share","waste.ghg.emissions.national.share","agriculture.ghg.emissions.EU28.share","energy.ghg.emissions.EU28.share","industry.ghg.emissions.EU28.share","total.ghg.emissions.EU28.share","transport.ghg.emissions.EU28.share","waste.ghg.emissions.EU28.share"
2009,"Turkey",41.7,119.3,42.5,395.5,47.9,18.8,189.9,5.6,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.1054,0.3016,0.1075,0.1211,0.0475,0.0975,0.0838,0.1128,0.0845,0.0508,0.1074
2010,"Turkey",44,113.3,48.1,398.7,45.4,19.5,193.3,5.6,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.1104,0.2842,0.1206,0.1139,0.0489,0.1039,0.0781,0.122,0.0833,0.0484,0.1162
2011,"Turkey",46.4,125,52.7,427.6,47.4,19.8,207.4,5.9,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.1085,0.2923,0.1232,0.1109,0.0463,0.1095,0.0877,0.1352,0.0924,0.0512,0.1221
2012,"Turkey",52.1,125.9,55,446.9,62.5,19.4,214.6,6,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.1166,0.2817,0.1231,0.1399,0.0434,0.1235,0.0888,0.1458,0.0979,0.0698,0.1229
2013,"Turkey",55.2,120.8,58.1,439,68.9,18.2,211.9,5.9,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.1257,0.2752,0.1323,0.1569,0.0415,0.1298,0.09,0.1548,0.0982,0.0775,0.1204
2014,"Turkey",55.5,131.5,58.5,458,73.6,18.2,218.6,6,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.1212,0.2871,0.1277,0.1607,0.0397,0.1282,0.1045,0.1534,0.1066,0.0821,0.1251
2015,"Turkey",55.4,134.7,57,472.2,75.8,18.8,227.7,6.2,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.1173,0.2853,0.1207,0.1605,0.0398,0.1277,0.1082,0.1513,0.1091,0.083,0.1313
2016,"Turkey",58.2,144,62.2,498.5,81.8,18.4,239.9,6.4,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.1168,0.2889,0.1248,0.1641,0.0369,0.1339,0.1202,0.1664,0.1158,0.0877,0.1313
1990,"United Kingdom",48.8,236.3,66.6,794.4,121.3,66.7,100,14.2,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.0614,0.2975,0.0838,0.1527,0.084,0.0898,0.141,0.1288,0.1406,0.1529,0.2775
1991,"United Kingdom",48.5,234.1,64.8,803.5,120.5,67.3,101.1,14.3,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.0604,0.2914,0.0806,0.15,0.0838,0.0947,0.1426,0.1343,0.1446,0.1505,0.2758
1992,"United Kingdom",47.8,222.8,60.4,782.6,122,67.4,98.7,13.9,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.0611,0.2847,0.0772,0.1559,0.0861,0.0976,0.1408,0.1302,0.1455,0.1481,0.2739
1993,"United Kingdom",46.8,206.7,57,763.3,123.2,67.9,96.5,13.6,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.0613,0.2708,0.0747,0.1614,0.089,0.0981,0.1364,0.1252,0.1445,0.1487,0.2749
1994,"United Kingdom",47.8,204.9,60.3,754.3,124.7,68.2,95.5,13.4,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.0634,0.2716,0.0799,0.1653,0.0904,0.1014,0.1346,0.1248,0.1435,0.1494,0.2766
1995,"United Kingdom",47.6,202.5,60.9,747.5,124.2,69.2,94.8,13.3,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.0637,0.2709,0.0815,0.1662,0.0926,0.1007,0.1329,0.1222,0.1408,0.1466,0.2797
1996,"United Kingdom",48.2,204.4,62.9,769.4,128.6,69.5,97.6,13.6,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0626,0.2657,0.0818,0.1671,0.0903,0.1017,0.1316,0.1259,0.142,0.1472,0.2818
1997,"United Kingdom",47.5,192,64.1,743.9,129.8,69,94.6,13.2,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.0639,0.2581,0.0862,0.1745,0.0928,0.1008,0.1273,0.1269,0.1397,0.1467,0.2833
1998,"United Kingdom",47.7,197.7,60.7,742.3,129.4,68,94.7,13.2,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.0643,0.2663,0.0818,0.1743,0.0916,0.1019,0.1296,0.1258,0.1405,0.1416,0.2831
1999,"United Kingdom",47.7,188.5,42.7,711.9,130.6,65.3,91.3,12.6,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.067,0.2648,0.06,0.1835,0.0917,0.1022,0.1273,0.0964,0.1376,0.1401,0.2782
2000,"United Kingdom",45.5,199.4,40.6,711.7,129.2,62.9,91.5,12.6,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0639,0.2802,0.057,0.1815,0.0884,0.0986,0.1319,0.0891,0.1377,0.1394,0.2717
2001,"United Kingdom",43.1,210.2,38.8,714.9,128.7,60.9,91.8,12.6,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.0603,0.294,0.0543,0.18,0.0852,0.0947,0.1353,0.0881,0.1369,0.1369,0.2678
2002,"United Kingdom",42.8,208.6,37,695.3,131.1,59.7,89.3,12.2,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.0616,0.3,0.0532,0.1886,0.0859,0.0955,0.1328,0.0847,0.1342,0.1378,0.2671
2003,"United Kingdom",43.7,216.2,39.3,702.4,130.4,55.9,90.3,12.3,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0622,0.3078,0.056,0.1856,0.0796,0.0984,0.1334,0.0873,0.1334,0.1358,0.2571
2004,"United Kingdom",43.8,214.2,40.4,699.1,131.4,51.7,90.3,12.2,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.0627,0.3064,0.0578,0.188,0.074,0.0985,0.1331,0.0865,0.1328,0.1341,0.2475
2005,"United Kingdom",43.3,214.5,39.6,691.1,132.3,49.1,89.7,12.1,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0627,0.3104,0.0573,0.1914,0.071,0.0989,0.1341,0.085,0.1322,0.1352,0.2431
2006,"United Kingdom",42.2,220.5,38.8,683.8,131.8,46,88.8,11.9,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0617,0.3225,0.0567,0.1927,0.0673,0.0972,0.1369,0.0835,0.1311,0.1337,0.2349
2007,"United Kingdom",41.7,215.2,41.1,671.8,132.9,42.9,87.3,11.6,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0621,0.3203,0.0612,0.1978,0.0639,0.0955,0.1329,0.0863,0.1301,0.1335,0.2269
2008,"United Kingdom",40.7,209.5,39.4,651.7,127.4,38.4,84.7,11.1,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0625,0.3215,0.0605,0.1955,0.0589,0.0938,0.1353,0.0874,0.1291,0.1312,0.212
2009,"United Kingdom",40.4,186.3,32.7,595.8,122.7,34.4,77.6,10.1,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.0678,0.3127,0.0549,0.2059,0.0577,0.0944,0.1308,0.0868,0.1273,0.1301,0.1965
2010,"United Kingdom",40.6,193.7,35.5,610.4,120.9,29.8,79.3,10.3,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0665,0.3173,0.0582,0.1981,0.0488,0.0959,0.1335,0.09,0.1276,0.1289,0.1776
2011,"United Kingdom",40.7,179.5,31.9,563.2,119,27.8,73.6,9.4,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0723,0.3187,0.0566,0.2113,0.0494,0.096,0.1259,0.0818,0.1217,0.1286,0.1715
2012,"United Kingdom",40.3,190.8,32.3,579.7,118.2,26.2,75.5,9.6,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.0695,0.3291,0.0557,0.2039,0.0452,0.0956,0.1346,0.0856,0.127,0.1319,0.1659
2013,"United Kingdom",40.1,178.4,34.4,565.9,117,23.2,73.8,9.3,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.0709,0.3153,0.0608,0.2068,0.041,0.0943,0.1329,0.0917,0.1266,0.1317,0.1534
2014,"United Kingdom",41.5,153.7,34.1,525.5,118.6,21,68.8,8.6,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.079,0.2925,0.0649,0.2257,0.04,0.0959,0.1222,0.0894,0.1223,0.1324,0.1443
2015,"United Kingdom",40.9,134.2,33.6,508.1,121.2,20.7,66.7,8.3,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.0805,0.2641,0.0661,0.2385,0.0407,0.0943,0.1078,0.0892,0.1174,0.1327,0.1446
2016,"United Kingdom",40.9,111.9,30.8,483.3,123.7,20.1,63.6,7.9,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.0846,0.2315,0.0637,0.2559,0.0416,0.0941,0.0934,0.0824,0.1123,0.1327,0.1435
